Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Wide (v17 - Frobenius normalized)
Parameters: 5,288,352
Batch size: 64
============================================================

  chunk 31 final batch loss = 0.258765
  chunk 32 final batch loss = 0.706923
  chunk 33 final batch loss = 0.258268
  chunk 34 final batch loss = 0.409107
  chunk 35 final batch loss = 0.781448
  chunk 36 final batch loss = 0.653622
  chunk 37 final batch loss = 0.492167
  chunk 38 final batch loss = 0.248334
  chunk 39 final batch loss = 0.824552
  chunk 40 final batch loss = 0.256952
  chunk 41 final batch loss = 0.639802
  chunk 42 final batch loss = 0.259021
  chunk 43 final batch loss = 0.778060
  chunk 44 final batch loss = 0.318171
  chunk 45 final batch loss = 0.711114
  chunk 46 final batch loss = 0.255926
  chunk 47 final batch loss = 0.240369
  chunk 48 final batch loss = 0.304153
  chunk 49 final batch loss = 0.777417
  chunk 50 final batch loss = 0.635825
  chunk 51 final batch loss = 0.300233
  chunk 52 final batch loss = 0.258343
  chunk 53 final batch loss = 0.483457
  chunk 54 final batch loss = 0.326777
  chunk 55 final batch loss = 0.261573
  chunk 56 final batch loss = 0.694486
  chunk 57 final batch loss = 0.754078
  chunk 58 final batch loss = 0.606294
  chunk 59 final batch loss = 0.252213
  chunk 60 final batch loss = 0.579071
  chunk 61 final batch loss = 0.281059
  chunk 62 final batch loss = 0.308209
  chunk 63 final batch loss = 0.747627
  chunk 64 final batch loss = 0.772506
  chunk 65 final batch loss = 0.339908
  chunk 66 final batch loss = 0.602454
  chunk 67 final batch loss = 0.792198
  chunk 68 final batch loss = 0.393093
  chunk 69 final batch loss = 0.576948
  chunk 70 final batch loss = 0.229720
  chunk 71 final batch loss = 0.576651
  chunk 72 final batch loss = 0.691797
  chunk 73 final batch loss = 0.361964
  chunk 74 final batch loss = 0.542255
  chunk 75 final batch loss = 0.257791
  chunk 76 final batch loss = 0.240010
  chunk 77 final batch loss = 0.403058
  chunk 78 final batch loss = 0.766038
  chunk 79 final batch loss = 0.558754
Validation loss: 0.459442
Saved BEST checkpoint
Epoch 41
  chunk 0 final batch loss = 0.785144
  chunk 1 final batch loss = 0.786571
  chunk 2 final batch loss = 0.414772
  chunk 3 final batch loss = 0.295926
  chunk 4 final batch loss = 0.742239
  chunk 5 final batch loss = 0.501617
  chunk 6 final batch loss = 0.255656
  chunk 7 final batch loss = 0.407657
  chunk 8 final batch loss = 0.344954
  chunk 9 final batch loss = 0.599475
  chunk 10 final batch loss = 0.397387
  chunk 11 final batch loss = 0.824666
  chunk 12 final batch loss = 0.695721
  chunk 13 final batch loss = 0.698184
  chunk 14 final batch loss = 0.351467
  chunk 15 final batch loss = 0.287423
  chunk 16 final batch loss = 0.292556
  chunk 17 final batch loss = 0.334158
  chunk 18 final batch loss = 0.588010
  chunk 19 final batch loss = 0.253070
  chunk 20 final batch loss = 0.782004
  chunk 21 final batch loss = 0.628225
  chunk 22 final batch loss = 0.776244
  chunk 23 final batch loss = 0.657241
  chunk 24 final batch loss = 0.782640
  chunk 25 final batch loss = 0.293182
  chunk 26 final batch loss = 0.746620
  chunk 27 final batch loss = 0.254003
  chunk 28 final batch loss = 0.241327
  chunk 29 final batch loss = 0.759525
  chunk 30 final batch loss = 0.291384
  chunk 31 final batch loss = 0.301469
  chunk 32 final batch loss = 0.694988
  chunk 33 final batch loss = 0.248003
  chunk 34 final batch loss = 0.370066
  chunk 35 final batch loss = 0.771946
  chunk 36 final batch loss = 0.582571
  chunk 37 final batch loss = 0.496303
  chunk 38 final batch loss = 0.231201
  chunk 39 final batch loss = 0.816817
  chunk 40 final batch loss = 0.260674
  chunk 41 final batch loss = 0.588407
  chunk 42 final batch loss = 0.243769
  chunk 43 final batch loss = 0.801301
  chunk 44 final batch loss = 0.325566
  chunk 45 final batch loss = 0.721095
  chunk 46 final batch loss = 0.211832
  chunk 47 final batch loss = 0.238865
  chunk 48 final batch loss = 0.283219
  chunk 49 final batch loss = 0.761107
  chunk 50 final batch loss = 0.574784
  chunk 51 final batch loss = 0.274937
  chunk 52 final batch loss = 0.247912
  chunk 53 final batch loss = 0.501831
  chunk 54 final batch loss = 0.347671
  chunk 55 final batch loss = 0.235086
  chunk 56 final batch loss = 0.694044
  chunk 57 final batch loss = 0.734419
  chunk 58 final batch loss = 0.603794
  chunk 59 final batch loss = 0.256831
  chunk 60 final batch loss = 0.568319
  chunk 61 final batch loss = 0.313073
  chunk 62 final batch loss = 0.291486
  chunk 63 final batch loss = 0.738036
  chunk 64 final batch loss = 0.774598
  chunk 65 final batch loss = 0.353461
  chunk 66 final batch loss = 0.602540
  chunk 67 final batch loss = 0.773962
  chunk 68 final batch loss = 0.363036
  chunk 69 final batch loss = 0.587500
  chunk 70 final batch loss = 0.259186
  chunk 71 final batch loss = 0.620527
  chunk 72 final batch loss = 0.727009
  chunk 73 final batch loss = 0.355128
  chunk 74 final batch loss = 0.461112
  chunk 75 final batch loss = 0.264286
  chunk 76 final batch loss = 0.225298
  chunk 77 final batch loss = 0.381753
  chunk 78 final batch loss = 0.768457
  chunk 79 final batch loss = 0.599556
Validation loss: 0.460435
No improvement for 1 epochs
Epoch 42
  chunk 0 final batch loss = 0.771250
  chunk 1 final batch loss = 0.790301
  chunk 2 final batch loss = 0.376832
  chunk 3 final batch loss = 0.304967
  chunk 4 final batch loss = 0.742969
  chunk 5 final batch loss = 0.515315
  chunk 6 final batch loss = 0.260359
  chunk 7 final batch loss = 0.349179
  chunk 8 final batch loss = 0.351770
  chunk 9 final batch loss = 0.611226
  chunk 10 final batch loss = 0.449742
  chunk 11 final batch loss = 0.816141
  chunk 12 final batch loss = 0.686550
  chunk 13 final batch loss = 0.679349
  chunk 14 final batch loss = 0.424538
  chunk 15 final batch loss = 0.291313
  chunk 16 final batch loss = 0.291604
  chunk 17 final batch loss = 0.385310
  chunk 18 final batch loss = 0.555512
  chunk 19 final batch loss = 0.262920
  chunk 20 final batch loss = 0.782540
  chunk 21 final batch loss = 0.609104
  chunk 22 final batch loss = 0.750042
  chunk 23 final batch loss = 0.570766
  chunk 24 final batch loss = 0.767802
  chunk 25 final batch loss = 0.291521
  chunk 26 final batch loss = 0.780643
  chunk 27 final batch loss = 0.243520
  chunk 28 final batch loss = 0.256354
  chunk 29 final batch loss = 0.733649
  chunk 30 final batch loss = 0.290333
  chunk 31 final batch loss = 0.285077
  chunk 32 final batch loss = 0.729947
  chunk 33 final batch loss = 0.234190
  chunk 34 final batch loss = 0.465157
  chunk 35 final batch loss = 0.780263
  chunk 36 final batch loss = 0.650775
  chunk 37 final batch loss = 0.448227
  chunk 38 final batch loss = 0.262635
  chunk 39 final batch loss = 0.797552
  chunk 40 final batch loss = 0.265454
  chunk 41 final batch loss = 0.615173
  chunk 42 final batch loss = 0.290323
  chunk 43 final batch loss = 0.795773
  chunk 44 final batch loss = 0.364987
  chunk 45 final batch loss = 0.736989
  chunk 46 final batch loss = 0.247819
  chunk 47 final batch loss = 0.254455
  chunk 48 final batch loss = 0.302642
  chunk 49 final batch loss = 0.786373
  chunk 50 final batch loss = 0.604717
  chunk 51 final batch loss = 0.294571
  chunk 52 final batch loss = 0.242086
  chunk 53 final batch loss = 0.509688
  chunk 54 final batch loss = 0.351816
  chunk 55 final batch loss = 0.278789
  chunk 56 final batch loss = 0.718145
  chunk 57 final batch loss = 0.712701
  chunk 58 final batch loss = 0.621626
  chunk 59 final batch loss = 0.254869
  chunk 60 final batch loss = 0.576532
  chunk 61 final batch loss = 0.280038
  chunk 62 final batch loss = 0.291867
  chunk 63 final batch loss = 0.686601
  chunk 64 final batch loss = 0.757193
  chunk 65 final batch loss = 0.344116
  chunk 66 final batch loss = 0.604281
  chunk 67 final batch loss = 0.806455
  chunk 68 final batch loss = 0.372964
  chunk 69 final batch loss = 0.581884
  chunk 70 final batch loss = 0.255347
  chunk 71 final batch loss = 0.589990
  chunk 72 final batch loss = 0.708086
  chunk 73 final batch loss = 0.330697
  chunk 74 final batch loss = 0.474198
  chunk 75 final batch loss = 0.255886
  chunk 76 final batch loss = 0.214840
  chunk 77 final batch loss = 0.427852
  chunk 78 final batch loss = 0.764945
  chunk 79 final batch loss = 0.579283
Validation loss: 0.457732
Saved BEST checkpoint
Epoch 43
  chunk 0 final batch loss = 0.791216
  chunk 1 final batch loss = 0.794995
  chunk 2 final batch loss = 0.366301
  chunk 3 final batch loss = 0.298067
  chunk 4 final batch loss = 0.728252
  chunk 5 final batch loss = 0.437322
  chunk 6 final batch loss = 0.249283
  chunk 7 final batch loss = 0.389627
  chunk 8 final batch loss = 0.325286
  chunk 9 final batch loss = 0.601424
  chunk 10 final batch loss = 0.445011
  chunk 11 final batch loss = 0.811445
  chunk 12 final batch loss = 0.717443
  chunk 13 final batch loss = 0.709629
  chunk 14 final batch loss = 0.407885
  chunk 15 final batch loss = 0.292297
  chunk 16 final batch loss = 0.284542
  chunk 17 final batch loss = 0.360821
  chunk 18 final batch loss = 0.638762
  chunk 19 final batch loss = 0.256607
  chunk 20 final batch loss = 0.802919
  chunk 21 final batch loss = 0.645985
  chunk 22 final batch loss = 0.758989
  chunk 23 final batch loss = 0.603785
  chunk 24 final batch loss = 0.769417
  chunk 25 final batch loss = 0.288775
  chunk 26 final batch loss = 0.756071
  chunk 27 final batch loss = 0.246455
  chunk 28 final batch loss = 0.263386
  chunk 29 final batch loss = 0.744454
  chunk 30 final batch loss = 0.285907
  chunk 31 final batch loss = 0.308758
  chunk 32 final batch loss = 0.682634
  chunk 33 final batch loss = 0.245701
  chunk 34 final batch loss = 0.352467
  chunk 35 final batch loss = 0.780971
  chunk 36 final batch loss = 0.701994
  chunk 37 final batch loss = 0.513209
  chunk 38 final batch loss = 0.257075
  chunk 39 final batch loss = 0.814106
  chunk 40 final batch loss = 0.256619
  chunk 41 final batch loss = 0.594084
  chunk 42 final batch loss = 0.248548
  chunk 43 final batch loss = 0.795338
  chunk 44 final batch loss = 0.348742
  chunk 45 final batch loss = 0.750422
  chunk 46 final batch loss = 0.227955
  chunk 47 final batch loss = 0.257683
  chunk 48 final batch loss = 0.306712
  chunk 49 final batch loss = 0.771563
  chunk 50 final batch loss = 0.629292
  chunk 51 final batch loss = 0.306366
  chunk 52 final batch loss = 0.251725
  chunk 53 final batch loss = 0.492914
  chunk 54 final batch loss = 0.336547
  chunk 55 final batch loss = 0.269797
  chunk 56 final batch loss = 0.691089
  chunk 57 final batch loss = 0.762015
  chunk 58 final batch loss = 0.605757
  chunk 59 final batch loss = 0.266275
  chunk 60 final batch loss = 0.590671
  chunk 61 final batch loss = 0.302840
  chunk 62 final batch loss = 0.305749
  chunk 63 final batch loss = 0.732295
  chunk 64 final batch loss = 0.778363
  chunk 65 final batch loss = 0.338175
  chunk 66 final batch loss = 0.632183
  chunk 67 final batch loss = 0.802191
  chunk 68 final batch loss = 0.402786
  chunk 69 final batch loss = 0.607434
  chunk 70 final batch loss = 0.258354
  chunk 71 final batch loss = 0.609035
  chunk 72 final batch loss = 0.676282
  chunk 73 final batch loss = 0.387951
  chunk 74 final batch loss = 0.471184
  chunk 75 final batch loss = 0.255487
  chunk 76 final batch loss = 0.233903
  chunk 77 final batch loss = 0.376049
  chunk 78 final batch loss = 0.783771
  chunk 79 final batch loss = 0.576678
Validation loss: 0.459534
No improvement for 1 epochs
Epoch 44
  chunk 0 final batch loss = 0.796354
  chunk 1 final batch loss = 0.785170
  chunk 2 final batch loss = 0.370369
  chunk 3 final batch loss = 0.282077
  chunk 4 final batch loss = 0.731170
  chunk 5 final batch loss = 0.481942
  chunk 6 final batch loss = 0.237749
  chunk 7 final batch loss = 0.376286
  chunk 8 final batch loss = 0.326002
  chunk 9 final batch loss = 0.606291
  chunk 10 final batch loss = 0.433801
  chunk 11 final batch loss = 0.824110
  chunk 12 final batch loss = 0.693914
  chunk 13 final batch loss = 0.698683
  chunk 14 final batch loss = 0.372063
  chunk 15 final batch loss = 0.273798
  chunk 16 final batch loss = 0.278004
  chunk 17 final batch loss = 0.382143
  chunk 18 final batch loss = 0.570324
  chunk 19 final batch loss = 0.261584
  chunk 20 final batch loss = 0.786026
  chunk 21 final batch loss = 0.631275
  chunk 22 final batch loss = 0.748561
  chunk 23 final batch loss = 0.588972
  chunk 24 final batch loss = 0.723140
  chunk 25 final batch loss = 0.295894
  chunk 26 final batch loss = 0.775912
  chunk 27 final batch loss = 0.218152
  chunk 28 final batch loss = 0.251914
  chunk 29 final batch loss = 0.773417
  chunk 30 final batch loss = 0.303598
  chunk 31 final batch loss = 0.277285
  chunk 32 final batch loss = 0.689852
  chunk 33 final batch loss = 0.250187
  chunk 34 final batch loss = 0.371556
  chunk 35 final batch loss = 0.800234
  chunk 36 final batch loss = 0.615011
  chunk 37 final batch loss = 0.461511
  chunk 38 final batch loss = 0.256335
  chunk 39 final batch loss = 0.822616
  chunk 40 final batch loss = 0.243008
  chunk 41 final batch loss = 0.620500
  chunk 42 final batch loss = 0.260031
  chunk 43 final batch loss = 0.786233
  chunk 44 final batch loss = 0.339972
  chunk 45 final batch loss = 0.740675
  chunk 46 final batch loss = 0.242258
  chunk 47 final batch loss = 0.259202
  chunk 48 final batch loss = 0.294290
  chunk 49 final batch loss = 0.778324
  chunk 50 final batch loss = 0.617293
  chunk 51 final batch loss = 0.265835
  chunk 52 final batch loss = 0.241889
  chunk 53 final batch loss = 0.528664
  chunk 54 final batch loss = 0.355349
  chunk 55 final batch loss = 0.272117
  chunk 56 final batch loss = 0.704853
  chunk 57 final batch loss = 0.727490
  chunk 58 final batch loss = 0.629507
  chunk 59 final batch loss = 0.249606
  chunk 60 final batch loss = 0.580168
  chunk 61 final batch loss = 0.288713
  chunk 62 final batch loss = 0.277352
  chunk 63 final batch loss = 0.733333
  chunk 64 final batch loss = 0.772357
  chunk 65 final batch loss = 0.326779
  chunk 66 final batch loss = 0.599295
  chunk 67 final batch loss = 0.790565
  chunk 68 final batch loss = 0.356875
  chunk 69 final batch loss = 0.589403
  chunk 70 final batch loss = 0.261188
  chunk 71 final batch loss = 0.537547
  chunk 72 final batch loss = 0.678368
  chunk 73 final batch loss = 0.365644
  chunk 74 final batch loss = 0.479699
  chunk 75 final batch loss = 0.255319
  chunk 76 final batch loss = 0.235538
  chunk 77 final batch loss = 0.428637
  chunk 78 final batch loss = 0.770559
  chunk 79 final batch loss = 0.573983
Validation loss: 0.460059
No improvement for 2 epochs
Epoch 45
  chunk 0 final batch loss = 0.785211
  chunk 1 final batch loss = 0.798846
  chunk 2 final batch loss = 0.396118
  chunk 3 final batch loss = 0.284583
  chunk 4 final batch loss = 0.740790
  chunk 5 final batch loss = 0.487570
  chunk 6 final batch loss = 0.245881
  chunk 7 final batch loss = 0.370549
  chunk 8 final batch loss = 0.324582
  chunk 9 final batch loss = 0.544142
  chunk 10 final batch loss = 0.427626
  chunk 11 final batch loss = 0.812022
  chunk 12 final batch loss = 0.722393
  chunk 13 final batch loss = 0.706526
  chunk 14 final batch loss = 0.374521
  chunk 15 final batch loss = 0.292587
  chunk 16 final batch loss = 0.276575
  chunk 17 final batch loss = 0.362325
  chunk 18 final batch loss = 0.520237
  chunk 19 final batch loss = 0.281628
  chunk 20 final batch loss = 0.781796
  chunk 21 final batch loss = 0.584723
  chunk 22 final batch loss = 0.744977
  chunk 23 final batch loss = 0.618292
  chunk 24 final batch loss = 0.774609
  chunk 25 final batch loss = 0.280973
  chunk 26 final batch loss = 0.757024
  chunk 27 final batch loss = 0.232464
  chunk 28 final batch loss = 0.242188
  chunk 29 final batch loss = 0.778578
  chunk 30 final batch loss = 0.307996
  chunk 31 final batch loss = 0.294495
  chunk 32 final batch loss = 0.723303
  chunk 33 final batch loss = 0.259124
  chunk 34 final batch loss = 0.358513
  chunk 35 final batch loss = 0.790062
  chunk 36 final batch loss = 0.621929
  chunk 37 final batch loss = 0.438965
  chunk 38 final batch loss = 0.241330
  chunk 39 final batch loss = 0.812657
  chunk 40 final batch loss = 0.282351
  chunk 41 final batch loss = 0.685255
  chunk 42 final batch loss = 0.247108
  chunk 43 final batch loss = 0.793234
  chunk 44 final batch loss = 0.332931
  chunk 45 final batch loss = 0.750482
  chunk 46 final batch loss = 0.246219
  chunk 47 final batch loss = 0.241774
  chunk 48 final batch loss = 0.303387
  chunk 49 final batch loss = 0.763011
  chunk 50 final batch loss = 0.598168
