Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Wide (v17 - Frobenius normalized)
Parameters: 5,288,352
Batch size: 64
============================================================

  chunk 35 final batch loss = 0.794939
  chunk 36 final batch loss = 0.643811
  chunk 37 final batch loss = 0.490446
  chunk 38 final batch loss = 0.240209
  chunk 39 final batch loss = 0.819695
  chunk 40 final batch loss = 0.275087
  chunk 41 final batch loss = 0.663548
  chunk 42 final batch loss = 0.265055
  chunk 43 final batch loss = 0.781753
  chunk 44 final batch loss = 0.323761
  chunk 45 final batch loss = 0.751676
  chunk 46 final batch loss = 0.225993
  chunk 47 final batch loss = 0.270746
  chunk 48 final batch loss = 0.284277
  chunk 49 final batch loss = 0.797989
  chunk 50 final batch loss = 0.603900
  chunk 51 final batch loss = 0.268780
  chunk 52 final batch loss = 0.259266
  chunk 53 final batch loss = 0.507766
  chunk 54 final batch loss = 0.350721
  chunk 55 final batch loss = 0.273803
  chunk 56 final batch loss = 0.710646
  chunk 57 final batch loss = 0.752849
  chunk 58 final batch loss = 0.663942
  chunk 59 final batch loss = 0.251516
  chunk 60 final batch loss = 0.631440
  chunk 61 final batch loss = 0.296161
  chunk 62 final batch loss = 0.303646
  chunk 63 final batch loss = 0.763690
  chunk 64 final batch loss = 0.796322
  chunk 65 final batch loss = 0.323206
  chunk 66 final batch loss = 0.618312
  chunk 67 final batch loss = 0.796738
  chunk 68 final batch loss = 0.408421
  chunk 69 final batch loss = 0.641583
  chunk 70 final batch loss = 0.257752
  chunk 71 final batch loss = 0.634875
  chunk 72 final batch loss = 0.732673
  chunk 73 final batch loss = 0.383882
  chunk 74 final batch loss = 0.502572
  chunk 75 final batch loss = 0.260606
  chunk 76 final batch loss = 0.252085
  chunk 77 final batch loss = 0.401994
  chunk 78 final batch loss = 0.788501
  chunk 79 final batch loss = 0.665749
Validation loss: 0.462849
No improvement for 1 epochs
Epoch 32
  chunk 0 final batch loss = 0.780694
  chunk 1 final batch loss = 0.776967
  chunk 2 final batch loss = 0.407145
  chunk 3 final batch loss = 0.334167
  chunk 4 final batch loss = 0.754045
  chunk 5 final batch loss = 0.541704
  chunk 6 final batch loss = 0.243933
  chunk 7 final batch loss = 0.443359
  chunk 8 final batch loss = 0.336626
  chunk 9 final batch loss = 0.585099
  chunk 10 final batch loss = 0.420145
  chunk 11 final batch loss = 0.821543
  chunk 12 final batch loss = 0.681281
  chunk 13 final batch loss = 0.700561
  chunk 14 final batch loss = 0.384553
  chunk 15 final batch loss = 0.304065
  chunk 16 final batch loss = 0.269335
  chunk 17 final batch loss = 0.382875
  chunk 18 final batch loss = 0.664281
  chunk 19 final batch loss = 0.249168
  chunk 20 final batch loss = 0.769632
  chunk 21 final batch loss = 0.631139
  chunk 22 final batch loss = 0.794652
  chunk 23 final batch loss = 0.638884
  chunk 24 final batch loss = 0.803662
  chunk 25 final batch loss = 0.303997
  chunk 26 final batch loss = 0.766930
  chunk 27 final batch loss = 0.199229
  chunk 28 final batch loss = 0.245759
  chunk 29 final batch loss = 0.796254
  chunk 30 final batch loss = 0.274483
  chunk 31 final batch loss = 0.296247
  chunk 32 final batch loss = 0.677769
  chunk 33 final batch loss = 0.248810
  chunk 34 final batch loss = 0.376680
  chunk 35 final batch loss = 0.775814
  chunk 36 final batch loss = 0.604974
  chunk 37 final batch loss = 0.465982
  chunk 38 final batch loss = 0.261699
  chunk 39 final batch loss = 0.818181
  chunk 40 final batch loss = 0.252271
  chunk 41 final batch loss = 0.612159
  chunk 42 final batch loss = 0.270399
  chunk 43 final batch loss = 0.809448
  chunk 44 final batch loss = 0.350787
  chunk 45 final batch loss = 0.738691
  chunk 46 final batch loss = 0.259851
  chunk 47 final batch loss = 0.248984
  chunk 48 final batch loss = 0.285248
  chunk 49 final batch loss = 0.790541
  chunk 50 final batch loss = 0.655207
  chunk 51 final batch loss = 0.269636
  chunk 52 final batch loss = 0.253064
  chunk 53 final batch loss = 0.496641
  chunk 54 final batch loss = 0.339800
  chunk 55 final batch loss = 0.288756
  chunk 56 final batch loss = 0.732391
  chunk 57 final batch loss = 0.737304
  chunk 58 final batch loss = 0.656568
  chunk 59 final batch loss = 0.250416
  chunk 60 final batch loss = 0.597998
  chunk 61 final batch loss = 0.285341
  chunk 62 final batch loss = 0.289427
  chunk 63 final batch loss = 0.765208
  chunk 64 final batch loss = 0.763937
  chunk 65 final batch loss = 0.361145
  chunk 66 final batch loss = 0.655614
  chunk 67 final batch loss = 0.782225
  chunk 68 final batch loss = 0.372985
  chunk 69 final batch loss = 0.604609
  chunk 70 final batch loss = 0.241838
  chunk 71 final batch loss = 0.615797
  chunk 72 final batch loss = 0.716403
  chunk 73 final batch loss = 0.386784
  chunk 74 final batch loss = 0.537979
  chunk 75 final batch loss = 0.251578
  chunk 76 final batch loss = 0.242823
  chunk 77 final batch loss = 0.379474
  chunk 78 final batch loss = 0.779416
  chunk 79 final batch loss = 0.610357
Validation loss: 0.461717
No improvement for 2 epochs
Epoch 33
  chunk 0 final batch loss = 0.788618
  chunk 1 final batch loss = 0.773187
  chunk 2 final batch loss = 0.374028
  chunk 3 final batch loss = 0.305912
  chunk 4 final batch loss = 0.734377
  chunk 5 final batch loss = 0.499781
  chunk 6 final batch loss = 0.216443
  chunk 7 final batch loss = 0.454062
  chunk 8 final batch loss = 0.313324
  chunk 9 final batch loss = 0.641109
  chunk 10 final batch loss = 0.422577
  chunk 11 final batch loss = 0.824168
  chunk 12 final batch loss = 0.685349
  chunk 13 final batch loss = 0.655756
  chunk 14 final batch loss = 0.436154
  chunk 15 final batch loss = 0.279254
  chunk 16 final batch loss = 0.283275
  chunk 17 final batch loss = 0.372721
  chunk 18 final batch loss = 0.584237
  chunk 19 final batch loss = 0.274403
  chunk 20 final batch loss = 0.785313
  chunk 21 final batch loss = 0.619370
  chunk 22 final batch loss = 0.796074
  chunk 23 final batch loss = 0.665188
  chunk 24 final batch loss = 0.757259
  chunk 25 final batch loss = 0.285910
  chunk 26 final batch loss = 0.757819
  chunk 27 final batch loss = 0.223270
  chunk 28 final batch loss = 0.258975
  chunk 29 final batch loss = 0.775966
  chunk 30 final batch loss = 0.319889
  chunk 31 final batch loss = 0.310612
  chunk 32 final batch loss = 0.711307
  chunk 33 final batch loss = 0.229592
  chunk 34 final batch loss = 0.412122
  chunk 35 final batch loss = 0.767453
  chunk 36 final batch loss = 0.614104
  chunk 37 final batch loss = 0.510529
  chunk 38 final batch loss = 0.254900
  chunk 39 final batch loss = 0.820924
  chunk 40 final batch loss = 0.264380
  chunk 41 final batch loss = 0.647958
  chunk 42 final batch loss = 0.240022
  chunk 43 final batch loss = 0.796765
  chunk 44 final batch loss = 0.319761
  chunk 45 final batch loss = 0.752140
  chunk 46 final batch loss = 0.244493
  chunk 47 final batch loss = 0.244832
  chunk 48 final batch loss = 0.279788
  chunk 49 final batch loss = 0.806541
  chunk 50 final batch loss = 0.611740
  chunk 51 final batch loss = 0.290715
  chunk 52 final batch loss = 0.238691
  chunk 53 final batch loss = 0.432905
  chunk 54 final batch loss = 0.340106
  chunk 55 final batch loss = 0.278662
  chunk 56 final batch loss = 0.677482
  chunk 57 final batch loss = 0.698971
  chunk 58 final batch loss = 0.633611
  chunk 59 final batch loss = 0.257280
  chunk 60 final batch loss = 0.619656
  chunk 61 final batch loss = 0.270662
  chunk 62 final batch loss = 0.318714
  chunk 63 final batch loss = 0.760866
  chunk 64 final batch loss = 0.787921
  chunk 65 final batch loss = 0.361064
  chunk 66 final batch loss = 0.675525
  chunk 67 final batch loss = 0.797481
  chunk 68 final batch loss = 0.387946
  chunk 69 final batch loss = 0.668597
  chunk 70 final batch loss = 0.240585
  chunk 71 final batch loss = 0.654797
  chunk 72 final batch loss = 0.712065
  chunk 73 final batch loss = 0.399979
  chunk 74 final batch loss = 0.476724
  chunk 75 final batch loss = 0.257406
  chunk 76 final batch loss = 0.231989
  chunk 77 final batch loss = 0.436885
  chunk 78 final batch loss = 0.798182
  chunk 79 final batch loss = 0.600751
Validation loss: 0.461379
No improvement for 3 epochs
Epoch 34
  chunk 0 final batch loss = 0.767413
  chunk 1 final batch loss = 0.791673
  chunk 2 final batch loss = 0.369492
  chunk 3 final batch loss = 0.297248
  chunk 4 final batch loss = 0.748849
  chunk 5 final batch loss = 0.517903
  chunk 6 final batch loss = 0.245262
  chunk 7 final batch loss = 0.411386
  chunk 8 final batch loss = 0.337151
  chunk 9 final batch loss = 0.609689
  chunk 10 final batch loss = 0.432019
  chunk 11 final batch loss = 0.816866
  chunk 12 final batch loss = 0.718061
  chunk 13 final batch loss = 0.669970
  chunk 14 final batch loss = 0.383985
  chunk 15 final batch loss = 0.282128
  chunk 16 final batch loss = 0.265068
  chunk 17 final batch loss = 0.400961
  chunk 18 final batch loss = 0.615776
  chunk 19 final batch loss = 0.266313
  chunk 20 final batch loss = 0.801192
  chunk 21 final batch loss = 0.640007
  chunk 22 final batch loss = 0.779711
  chunk 23 final batch loss = 0.650285
  chunk 24 final batch loss = 0.794046
  chunk 25 final batch loss = 0.308806
  chunk 26 final batch loss = 0.775871
  chunk 27 final batch loss = 0.244117
  chunk 28 final batch loss = 0.282457
  chunk 29 final batch loss = 0.800584
  chunk 30 final batch loss = 0.305430
  chunk 31 final batch loss = 0.282647
  chunk 32 final batch loss = 0.672901
  chunk 33 final batch loss = 0.235747
  chunk 34 final batch loss = 0.365127
  chunk 35 final batch loss = 0.794715
  chunk 36 final batch loss = 0.611830
  chunk 37 final batch loss = 0.494077
  chunk 38 final batch loss = 0.248741
  chunk 39 final batch loss = 0.825926
  chunk 40 final batch loss = 0.260666
  chunk 41 final batch loss = 0.688578
  chunk 42 final batch loss = 0.266380
  chunk 43 final batch loss = 0.797245
  chunk 44 final batch loss = 0.326023
  chunk 45 final batch loss = 0.750594
  chunk 46 final batch loss = 0.260796
  chunk 47 final batch loss = 0.254835
  chunk 48 final batch loss = 0.309501
  chunk 49 final batch loss = 0.782617
  chunk 50 final batch loss = 0.686338
  chunk 51 final batch loss = 0.285082
  chunk 52 final batch loss = 0.229014
  chunk 53 final batch loss = 0.535459
  chunk 54 final batch loss = 0.359430
  chunk 55 final batch loss = 0.272846
  chunk 56 final batch loss = 0.702863
  chunk 57 final batch loss = 0.760672
  chunk 58 final batch loss = 0.584590
  chunk 59 final batch loss = 0.260413
  chunk 60 final batch loss = 0.618902
  chunk 61 final batch loss = 0.284786
  chunk 62 final batch loss = 0.287235
  chunk 63 final batch loss = 0.736119
  chunk 64 final batch loss = 0.775346
  chunk 65 final batch loss = 0.339424
  chunk 66 final batch loss = 0.638137
  chunk 67 final batch loss = 0.779082
  chunk 68 final batch loss = 0.375511
  chunk 69 final batch loss = 0.636720
  chunk 70 final batch loss = 0.247019
  chunk 71 final batch loss = 0.599849
  chunk 72 final batch loss = 0.731313
  chunk 73 final batch loss = 0.353262
  chunk 74 final batch loss = 0.505193
  chunk 75 final batch loss = 0.238291
  chunk 76 final batch loss = 0.240809
  chunk 77 final batch loss = 0.434966
  chunk 78 final batch loss = 0.779462
  chunk 79 final batch loss = 0.565014
Validation loss: 0.460457
Saved BEST checkpoint
Epoch 35
  chunk 0 final batch loss = 0.786865
  chunk 1 final batch loss = 0.779092
  chunk 2 final batch loss = 0.404948
  chunk 3 final batch loss = 0.337374
  chunk 4 final batch loss = 0.712130
  chunk 5 final batch loss = 0.543668
  chunk 6 final batch loss = 0.244159
  chunk 7 final batch loss = 0.385977
  chunk 8 final batch loss = 0.353540
  chunk 9 final batch loss = 0.654460
  chunk 10 final batch loss = 0.428352
  chunk 11 final batch loss = 0.811691
  chunk 12 final batch loss = 0.708542
  chunk 13 final batch loss = 0.707514
  chunk 14 final batch loss = 0.382998
  chunk 15 final batch loss = 0.282861
  chunk 16 final batch loss = 0.310501
  chunk 17 final batch loss = 0.415571
  chunk 18 final batch loss = 0.643005
  chunk 19 final batch loss = 0.265599
  chunk 20 final batch loss = 0.799704
  chunk 21 final batch loss = 0.670066
  chunk 22 final batch loss = 0.801258
  chunk 23 final batch loss = 0.614430
  chunk 24 final batch loss = 0.796907
  chunk 25 final batch loss = 0.286769
  chunk 26 final batch loss = 0.767236
  chunk 27 final batch loss = 0.222782
  chunk 28 final batch loss = 0.260516
  chunk 29 final batch loss = 0.815188
  chunk 30 final batch loss = 0.298651
  chunk 31 final batch loss = 0.286578
  chunk 32 final batch loss = 0.701672
  chunk 33 final batch loss = 0.247615
  chunk 34 final batch loss = 0.362993
  chunk 35 final batch loss = 0.799654
  chunk 36 final batch loss = 0.672550
  chunk 37 final batch loss = 0.516275
  chunk 38 final batch loss = 0.247302
  chunk 39 final batch loss = 0.819034
  chunk 40 final batch loss = 0.260142
  chunk 41 final batch loss = 0.596944
  chunk 42 final batch loss = 0.275378
  chunk 43 final batch loss = 0.804459
  chunk 44 final batch loss = 0.346732
  chunk 45 final batch loss = 0.741492
  chunk 46 final batch loss = 0.253677
  chunk 47 final batch loss = 0.252558
  chunk 48 final batch loss = 0.292924
  chunk 49 final batch loss = 0.812188
  chunk 50 final batch loss = 0.619208
  chunk 51 final batch loss = 0.309449
  chunk 52 final batch loss = 0.258359
  chunk 53 final batch loss = 0.500144
  chunk 54 final batch loss = 0.325446
  chunk 55 final batch loss = 0.242772
  chunk 56 final batch loss = 0.702214
  chunk 57 final batch loss = 0.733932
  chunk 58 final batch loss = 0.669404
  chunk 59 final batch loss = 0.269743
  chunk 60 final batch loss = 0.604536
  chunk 61 final batch loss = 0.296178
  chunk 62 final batch loss = 0.286079
  chunk 63 final batch loss = 0.753319
  chunk 64 final batch loss = 0.779412
  chunk 65 final batch loss = 0.342221
  chunk 66 final batch loss = 0.550541
  chunk 67 final batch loss = 0.786777
  chunk 68 final batch loss = 0.354566
  chunk 69 final batch loss = 0.594863
  chunk 70 final batch loss = 0.250497
  chunk 71 final batch loss = 0.599756
  chunk 72 final batch loss = 0.716191
  chunk 73 final batch loss = 0.366303
  chunk 74 final batch loss = 0.453129
  chunk 75 final batch loss = 0.262574
  chunk 76 final batch loss = 0.237861
  chunk 77 final batch loss = 0.401737
  chunk 78 final batch loss = 0.791579
  chunk 79 final batch loss = 0.557085
Validation loss: 0.460590
No improvement for 1 epochs
Epoch 36
  chunk 0 final batch loss = 0.782795
  chunk 1 final batch loss = 0.792231
  chunk 2 final batch loss = 0.386886
  chunk 3 final batch loss = 0.305055
  chunk 4 final batch loss = 0.746846
  chunk 5 final batch loss = 0.467178
  chunk 6 final batch loss = 0.234121
  chunk 7 final batch loss = 0.415799
  chunk 8 final batch loss = 0.340421
  chunk 9 final batch loss = 0.581546
  chunk 10 final batch loss = 0.409676
  chunk 11 final batch loss = 0.812614
  chunk 12 final batch loss = 0.756562
  chunk 13 final batch loss = 0.731126
  chunk 14 final batch loss = 0.390905
  chunk 15 final batch loss = 0.279592
  chunk 16 final batch loss = 0.290247
  chunk 17 final batch loss = 0.403730
  chunk 18 final batch loss = 0.561859
  chunk 19 final batch loss = 0.258858
  chunk 20 final batch loss = 0.798587
  chunk 21 final batch loss = 0.664168
  chunk 22 final batch loss = 0.777572
  chunk 23 final batch loss = 0.648599
  chunk 24 final batch loss = 0.757230
  chunk 25 final batch loss = 0.311666
  chunk 26 final batch loss = 0.789923
  chunk 27 final batch loss = 0.252830
  chunk 28 final batch loss = 0.265884
  chunk 29 final batch loss = 0.758508
  chunk 30 final batch loss = 0.295767
  chunk 31 final batch loss = 0.277003
  chunk 32 final batch loss = 0.665126
  chunk 33 final batch loss = 0.247028
  chunk 34 final batch loss = 0.399220
  chunk 35 final batch loss = 0.795434
  chunk 36 final batch loss = 0.667230
  chunk 37 final batch loss = 0.497404
  chunk 38 final batch loss = 0.269355
  chunk 39 final batch loss = 0.828999
  chunk 40 final batch loss = 0.274977
  chunk 41 final batch loss = 0.655170
  chunk 42 final batch loss = 0.264642
  chunk 43 final batch loss = 0.795432
  chunk 44 final batch loss = 0.338081
  chunk 45 final batch loss = 0.754310
  chunk 46 final batch loss = 0.246689
  chunk 47 final batch loss = 0.242727
  chunk 48 final batch loss = 0.298235
  chunk 49 final batch loss = 0.758747
  chunk 50 final batch loss = 0.589622
  chunk 51 final batch loss = 0.294686
  chunk 52 final batch loss = 0.229753
  chunk 53 final batch loss = 0.503984
  chunk 54 final batch loss = 0.324943
  chunk 55 final batch loss = 0.251717
  chunk 56 final batch loss = 0.703597
  chunk 57 final batch loss = 0.754168
  chunk 58 final batch loss = 0.633692
  chunk 59 final batch loss = 0.257790
  chunk 60 final batch loss = 0.637784
  chunk 61 final batch loss = 0.301959
  chunk 62 final batch loss = 0.301212
  chunk 63 final batch loss = 0.745610
  chunk 64 final batch loss = 0.747601
  chunk 65 final batch loss = 0.313865
  chunk 66 final batch loss = 0.579079
  chunk 67 final batch loss = 0.764803
  chunk 68 final batch loss = 0.401522
  chunk 69 final batch loss = 0.613879
  chunk 70 final batch loss = 0.235392
  chunk 71 final batch loss = 0.585900
  chunk 72 final batch loss = 0.696547
  chunk 73 final batch loss = 0.365232
  chunk 74 final batch loss = 0.512886
  chunk 75 final batch loss = 0.259966
  chunk 76 final batch loss = 0.238843
  chunk 77 final batch loss = 0.434885
  chunk 78 final batch loss = 0.783446
  chunk 79 final batch loss = 0.586680
Validation loss: 0.462701
No improvement for 2 epochs
Epoch 37
  chunk 0 final batch loss = 0.775203
  chunk 1 final batch loss = 0.785696
  chunk 2 final batch loss = 0.352445
  chunk 3 final batch loss = 0.299729
  chunk 4 final batch loss = 0.771881
  chunk 5 final batch loss = 0.500350
  chunk 6 final batch loss = 0.232858
  chunk 7 final batch loss = 0.392236
  chunk 8 final batch loss = 0.384551
  chunk 9 final batch loss = 0.585924
  chunk 10 final batch loss = 0.383015
  chunk 11 final batch loss = 0.818021
  chunk 12 final batch loss = 0.724533
  chunk 13 final batch loss = 0.708330
  chunk 14 final batch loss = 0.409388
  chunk 15 final batch loss = 0.307051
  chunk 16 final batch loss = 0.298196
  chunk 17 final batch loss = 0.396863
  chunk 18 final batch loss = 0.601991
  chunk 19 final batch loss = 0.291350
  chunk 20 final batch loss = 0.781492
  chunk 21 final batch loss = 0.638181
  chunk 22 final batch loss = 0.750736
  chunk 23 final batch loss = 0.653742
  chunk 24 final batch loss = 0.762285
  chunk 25 final batch loss = 0.311541
  chunk 26 final batch loss = 0.779785
  chunk 27 final batch loss = 0.238164
  chunk 28 final batch loss = 0.233347
  chunk 29 final batch loss = 0.800115
  chunk 30 final batch loss = 0.296993
  chunk 31 final batch loss = 0.283251
  chunk 32 final batch loss = 0.693533
  chunk 33 final batch loss = 0.261650
  chunk 34 final batch loss = 0.384742
  chunk 35 final batch loss = 0.777128
  chunk 36 final batch loss = 0.631540
  chunk 37 final batch loss = 0.533314
  chunk 38 final batch loss = 0.264437
  chunk 39 final batch loss = 0.811217
  chunk 40 final batch loss = 0.253572
  chunk 41 final batch loss = 0.628080
  chunk 42 final batch loss = 0.247274
  chunk 43 final batch loss = 0.781310
  chunk 44 final batch loss = 0.339876
  chunk 45 final batch loss = 0.730156
  chunk 46 final batch loss = 0.232591
  chunk 47 final batch loss = 0.235802
  chunk 48 final batch loss = 0.305584
  chunk 49 final batch loss = 0.776427
  chunk 50 final batch loss = 0.587947
  chunk 51 final batch loss = 0.305690
  chunk 52 final batch loss = 0.240682
  chunk 53 final batch loss = 0.506863
  chunk 54 final batch loss = 0.361606
  chunk 55 final batch loss = 0.264192
  chunk 56 final batch loss = 0.718165
  chunk 57 final batch loss = 0.753090
  chunk 58 final batch loss = 0.626831
  chunk 59 final batch loss = 0.249915
  chunk 60 final batch loss = 0.638039
  chunk 61 final batch loss = 0.275447
  chunk 62 final batch loss = 0.292866
  chunk 63 final batch loss = 0.762767
  chunk 64 final batch loss = 0.762858
  chunk 65 final batch loss = 0.350156
  chunk 66 final batch loss = 0.635475
  chunk 67 final batch loss = 0.769826
  chunk 68 final batch loss = 0.357521
  chunk 69 final batch loss = 0.605194
  chunk 70 final batch loss = 0.268064
  chunk 71 final batch loss = 0.664973
  chunk 72 final batch loss = 0.702930
  chunk 73 final batch loss = 0.393491
  chunk 74 final batch loss = 0.462127
  chunk 75 final batch loss = 0.239339
  chunk 76 final batch loss = 0.216913
  chunk 77 final batch loss = 0.427844
  chunk 78 final batch loss = 0.772653
  chunk 79 final batch loss = 0.582242
Validation loss: 0.460641
No improvement for 3 epochs
Epoch 38
  chunk 0 final batch loss = 0.788937
  chunk 1 final batch loss = 0.781245
  chunk 2 final batch loss = 0.397581
  chunk 3 final batch loss = 0.308467
  chunk 4 final batch loss = 0.744547
  chunk 5 final batch loss = 0.476372
  chunk 6 final batch loss = 0.264368
  chunk 7 final batch loss = 0.455454
  chunk 8 final batch loss = 0.350864
  chunk 9 final batch loss = 0.630776
  chunk 10 final batch loss = 0.415511
  chunk 11 final batch loss = 0.816354
  chunk 12 final batch loss = 0.728656
  chunk 13 final batch loss = 0.703966
  chunk 14 final batch loss = 0.387143
  chunk 15 final batch loss = 0.258094
  chunk 16 final batch loss = 0.300699
  chunk 17 final batch loss = 0.390789
  chunk 18 final batch loss = 0.630444
  chunk 19 final batch loss = 0.268525
  chunk 20 final batch loss = 0.775957
  chunk 21 final batch loss = 0.636770
  chunk 22 final batch loss = 0.760390
  chunk 23 final batch loss = 0.654328
  chunk 24 final batch loss = 0.784399
  chunk 25 final batch loss = 0.306817
  chunk 26 final batch loss = 0.759723
  chunk 27 final batch loss = 0.242160
  chunk 28 final batch loss = 0.235520
  chunk 29 final batch loss = 0.765273
  chunk 30 final batch loss = 0.277607
  chunk 31 final batch loss = 0.294398
  chunk 32 final batch loss = 0.726270
  chunk 33 final batch loss = 0.250234
  chunk 34 final batch loss = 0.396116
  chunk 35 final batch loss = 0.779364
  chunk 36 final batch loss = 0.625759
  chunk 37 final batch loss = 0.504054
  chunk 38 final batch loss = 0.232382
  chunk 39 final batch loss = 0.812834
  chunk 40 final batch loss = 0.249813
  chunk 41 final batch loss = 0.600975
  chunk 42 final batch loss = 0.264571
  chunk 43 final batch loss = 0.785005
  chunk 44 final batch loss = 0.354198
  chunk 45 final batch loss = 0.712251
  chunk 46 final batch loss = 0.229815
  chunk 47 final batch loss = 0.239228
  chunk 48 final batch loss = 0.301446
  chunk 49 final batch loss = 0.776833
  chunk 50 final batch loss = 0.609370
  chunk 51 final batch loss = 0.280807
  chunk 52 final batch loss = 0.218765
  chunk 53 final batch loss = 0.487843
  chunk 54 final batch loss = 0.299602
  chunk 55 final batch loss = 0.272268
  chunk 56 final batch loss = 0.695169
  chunk 57 final batch loss = 0.742906
  chunk 58 final batch loss = 0.659778
  chunk 59 final batch loss = 0.236742
  chunk 60 final batch loss = 0.644815
  chunk 61 final batch loss = 0.304458
  chunk 62 final batch loss = 0.281902
  chunk 63 final batch loss = 0.761066
  chunk 64 final batch loss = 0.772866
  chunk 65 final batch loss = 0.324290
  chunk 66 final batch loss = 0.627525
  chunk 67 final batch loss = 0.771974
  chunk 68 final batch loss = 0.397017
  chunk 69 final batch loss = 0.626690
  chunk 70 final batch loss = 0.242066
  chunk 71 final batch loss = 0.640367
  chunk 72 final batch loss = 0.679200
  chunk 73 final batch loss = 0.439730
  chunk 74 final batch loss = 0.451429
  chunk 75 final batch loss = 0.266177
  chunk 76 final batch loss = 0.234746
  chunk 77 final batch loss = 0.396010
  chunk 78 final batch loss = 0.764265
  chunk 79 final batch loss = 0.598113
Validation loss: 0.459955
Saved BEST checkpoint
Epoch 39
  chunk 0 final batch loss = 0.790016
  chunk 1 final batch loss = 0.772610
  chunk 2 final batch loss = 0.393539
  chunk 3 final batch loss = 0.297254
  chunk 4 final batch loss = 0.749960
  chunk 5 final batch loss = 0.549096
  chunk 6 final batch loss = 0.230030
  chunk 7 final batch loss = 0.381916
  chunk 8 final batch loss = 0.343655
  chunk 9 final batch loss = 0.631209
  chunk 10 final batch loss = 0.410630
  chunk 11 final batch loss = 0.821963
  chunk 12 final batch loss = 0.714883
  chunk 13 final batch loss = 0.639078
  chunk 14 final batch loss = 0.367180
  chunk 15 final batch loss = 0.293115
  chunk 16 final batch loss = 0.304270
  chunk 17 final batch loss = 0.390497
  chunk 18 final batch loss = 0.577105
  chunk 19 final batch loss = 0.263428
  chunk 20 final batch loss = 0.803487
  chunk 21 final batch loss = 0.627661
  chunk 22 final batch loss = 0.766564
  chunk 23 final batch loss = 0.622658
  chunk 24 final batch loss = 0.773573
  chunk 25 final batch loss = 0.301830
  chunk 26 final batch loss = 0.762539
  chunk 27 final batch loss = 0.237309
  chunk 28 final batch loss = 0.262942
  chunk 29 final batch loss = 0.787921
  chunk 30 final batch loss = 0.290439
  chunk 31 final batch loss = 0.275367
  chunk 32 final batch loss = 0.709527
  chunk 33 final batch loss = 0.238444
  chunk 34 final batch loss = 0.409347
  chunk 35 final batch loss = 0.796704
  chunk 36 final batch loss = 0.630289
  chunk 37 final batch loss = 0.486050
  chunk 38 final batch loss = 0.250050
  chunk 39 final batch loss = 0.817786
  chunk 40 final batch loss = 0.266958
  chunk 41 final batch loss = 0.644682
  chunk 42 final batch loss = 0.259586
  chunk 43 final batch loss = 0.802821
  chunk 44 final batch loss = 0.322568
  chunk 45 final batch loss = 0.721488
  chunk 46 final batch loss = 0.257433
  chunk 47 final batch loss = 0.268438
  chunk 48 final batch loss = 0.274586
  chunk 49 final batch loss = 0.784749
  chunk 50 final batch loss = 0.637579
  chunk 51 final batch loss = 0.287658
  chunk 52 final batch loss = 0.272010
  chunk 53 final batch loss = 0.466471
  chunk 54 final batch loss = 0.335176
  chunk 55 final batch loss = 0.262060
  chunk 56 final batch loss = 0.719048
  chunk 57 final batch loss = 0.732120
  chunk 58 final batch loss = 0.619753
  chunk 59 final batch loss = 0.273243
  chunk 60 final batch loss = 0.583661
  chunk 61 final batch loss = 0.302174
  chunk 62 final batch loss = 0.311598
  chunk 63 final batch loss = 0.761529
  chunk 64 final batch loss = 0.791333
  chunk 65 final batch loss = 0.337702
  chunk 66 final batch loss = 0.615413
  chunk 67 final batch loss = 0.781741
  chunk 68 final batch loss = 0.359802
  chunk 69 final batch loss = 0.608320
  chunk 70 final batch loss = 0.256966
  chunk 71 final batch loss = 0.558754
  chunk 72 final batch loss = 0.728377
  chunk 73 final batch loss = 0.357436
  chunk 74 final batch loss = 0.516568
  chunk 75 final batch loss = 0.266432
  chunk 76 final batch loss = 0.231146
  chunk 77 final batch loss = 0.409154
  chunk 78 final batch loss = 0.769054
  chunk 79 final batch loss = 0.596198
Validation loss: 0.461792
No improvement for 1 epochs
Epoch 40
  chunk 0 final batch loss = 0.780806
  chunk 1 final batch loss = 0.785570
  chunk 2 final batch loss = 0.396608
  chunk 3 final batch loss = 0.302717
  chunk 4 final batch loss = 0.745565
  chunk 5 final batch loss = 0.547084
  chunk 6 final batch loss = 0.235237
  chunk 7 final batch loss = 0.412456
  chunk 8 final batch loss = 0.329866
  chunk 9 final batch loss = 0.556267
  chunk 10 final batch loss = 0.424545
  chunk 11 final batch loss = 0.829605
  chunk 12 final batch loss = 0.709971
  chunk 13 final batch loss = 0.669066
  chunk 14 final batch loss = 0.407324
  chunk 15 final batch loss = 0.299993
  chunk 16 final batch loss = 0.281808
  chunk 17 final batch loss = 0.373214
  chunk 18 final batch loss = 0.662105
  chunk 19 final batch loss = 0.248447
  chunk 20 final batch loss = 0.763295
  chunk 21 final batch loss = 0.630140
  chunk 22 final batch loss = 0.720725
  chunk 23 final batch loss = 0.674297
  chunk 24 final batch loss = 0.778812
  chunk 25 final batch loss = 0.303693
  chunk 26 final batch loss = 0.748455
  chunk 27 final batch loss = 0.242975
  chunk 28 final batch loss = 0.244694
  chunk 29 final batch loss = 0.783329
  chunk 30 final batch loss = 0.296173
